symbol,timestamp,open,high,low,close
GMXUSDT.6,2024-02-07 00:00:00+00:00,0.01,0.01,0.01,0.01
GMXUSDT_PERP.A,2024-02-07 00:00:00+00:00,0.01,0.01,0.01,0.01
GMXUSDT_PERP.3,2024-02-07 00:00:00+00:00,0.0575638959244799,0.09227220299885,-0.03999216505615,0.00934753064127
GMXUSDT_PERP.A,2024-02-08 00:00:00+00:00,0.01,0.01,0.01,0.01
GMXUSDT.6,2024-02-08 00:00:00+00:00,0.01,0.01,0.01,0.01
GMXUSDT_PERP.3,2024-02-08 00:00:00+00:00,0.04472271914132,0.0811762865413,-0.01118519829501,0.0275454048764
pf_gmxusd.K,2024-02-08 00:00:00+00:00,0.0027036379166667,0.00392481625,0.0021928688888889,0.0035720438888889
GMXUSDT_PERP.A,2024-02-20 00:00:00+00:00,0.056446,0.056446,0.038079,0.038079
pf_gmxusd.K,2024-02-20 00:00:00+00:00,0.0059103469444444,0.0085632869444444,0.0035698201388889,0.00673948875
GMXUSDT_PERP.3,2024-02-20 00:00:00+00:00,0.14282799428688,0.14282799428688,-0.01491107604382,0.0370454100801699
GMXUSDT.6,2024-02-20 00:00:00+00:00,0.057726,0.057726,0.026742,0.026742
GMXUSDT_PERP.3,2024-05-08 00:00:00+00:00,0.00410994452245,0.0215900012143399,-0.01147208714622,0.00106763366299
pf_gmxusd.K,2024-05-08 00:00:00+00:00,0.0005206534722222,0.0023111095833333,5.3276388889e-06,0.0011735777777778
GMXUSDT.6,2024-05-08 00:00:00+00:00,0.01,0.01,0.004446,0.01
GMXUSDT_PERP.A,2024-05-08 00:00:00+00:00,0.01,0.01,0.01,0.01
GMXUSDT_PERP.3,2024-11-20 00:00:00+00:00,0.03234167028961,0.04096103235395,-0.01672738507212,-0.00346223041448
GMXUSDT.6,2024-11-20 00:00:00+00:00,0.01,0.01,0.01,0.01
GMXUSDT_PERP.A,2024-11-20 00:00:00+00:00,0.01,0.01,0.01,0.01
pf_gmxusd.K,2024-11-20 00:00:00+00:00,-0.0005195723611111,0.0044829066666667,-0.0016232102777778,6.76311111111e-05
GMXUSDT_PERP.3,2024-02-10 00:00:00+00:00,0.04400440044004,0.06227993931354,-0.08797009016934,0.0175306197315
pf_gmxusd.K,2024-02-10 00:00:00+00:00,0.0002379176388889,0.0023528145833333,-0.0007089480555556,0.0015871681944444
GMXUSDT.6,2024-02-10 00:00:00+00:00,0.01,0.01,0.01,0.01
GMXUSDT_PERP.A,2024-02-10 00:00:00+00:00,0.01,0.01,0.01,0.01
GMXUSDT_PERP.3,2024-12-06 00:00:00+00:00,0.05832693390869,0.07073595683441,0.03980011135761,0.05439904884592
pf_gmxusd.K,2024-12-06 00:00:00+00:00,0.0088575969444444,0.0137494672222222,0.0062188156944444,0.0062188156944444
GMXUSDT_PERP.A,2024-12-06 00:00:00+00:00,0.052215,0.052215,0.031492,0.031492
GMXUSDT.6,2024-12-06 00:00:00+00:00,0.0508,0.061586,0.04016,0.04016
GMXUSDT_PERP.A,2024-09-09 00:00:00+00:00,0.005728,0.01,-0.003367,-0.003367
pf_gmxusd.K,2024-09-09 00:00:00+00:00,-0.0021753777777778,-0.0007439625,-0.0031965172222222,-0.0029048077777778
GMXUSDT.6,2024-09-09 00:00:00+00:00,0.007921,0.008785,0.003191,0.003191
GMXUSDT_PERP.3,2024-09-09 00:00:00+00:00,0.02807487132965,0.03443485230272,-0.00469888412334,-0.00279037514749
pf_gmxusd.K,2024-07-02 00:00:00+00:00,-0.0025628902777778,-0.0020658497222222,-0.0044879863888889,-0.00363826
GMXUSDT_PERP.3,2024-07-02 00:00:00+00:00,-0.0021193604355,0.01887941747131,-0.00666282282316,0.01859203568211
GMXUSDT_PERP.A,2024-07-02 00:00:00+00:00,0.01,0.01,0.01,0.01
GMXUSDT.6,2024-07-02 00:00:00+00:00,0.01,0.01,0.01,0.01
pf_gmxusd.K,2024-10-25 00:00:00+00:00,-0.0002953915277778,0.0011186869444444,-0.0018084601388889,1.06959722222e-05
GMXUSDT_PERP.A,2024-10-25 00:00:00+00:00,0.01,0.01,0.01,0.01
GMXUSDT.6,2024-10-25 00:00:00+00:00,0.01,0.01,0.01,0.01
GMXUSDT_PERP.3,2024-10-25 00:00:00+00:00,0.00975510888615,0.03453212140271,-0.03872951781516,0.01694540055813
GMXUSDT_PERP.A,2024-01-15 00:00:00+00:00,0.01,0.01,0.01,0.01
GMXUSDT.6,2024-01-15 00:00:00+00:00,0.01,0.01,0.01,0.01
