t_opn,state,l,collateral,pnl,close,t_hours,cost_rate,pool,position_id,perp_share,perp_t_max,ret,liq,t_max,lp_cls,x
2025-01-10 17:30:00,highvol,20.0,9.036917528973005,2.143445322684757,t_max,12.0,0.21688602069535215,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,905132_0x7b0ba944b0a8b4dca0d3805f59e5ebc08620f928,0.05,12,0.2371876600414597,0,1,0,1
2025-02-07 16:22:00,highvol,20.0,68.08518507325603,51.24788465104841,,4.0,0.5446814805860483,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,924591_0x7b3ea18f00943604e93aac75a3f8ec12b5db1a70,0.05,12,0.752702435866311,0,0,1,1
2025-02-07 23:07:00,highvol,20.0,0.38353382122534074,-0.1988879448139972,,1.0,0.0007670676424506815,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,924823_0x7b3ffb71c63346e2ecf454975663bdaf4da21e88,0.05,12,-0.5185669002503509,0,0,1,1
2025-02-06 14:48:00,highvol,20.0,14.837769536515857,3.8022520645289526,t_max,12.0,0.35610646887638053,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,0.2562549617158821,0,1,0,1
2025-02-07 02:52:00,highvol,20.0,14.9612992364387,-7.2211976585845505,t_max,12.0,0.35907118167452884,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,-0.4826584606367008,0,1,0,1
2025-02-07 15:01:00,highvol,20.0,14.749654187000813,12.565584407235157,t_max,12.0,0.3539917004880195,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,0.8519240009239998,0,1,0,1
2025-02-11 07:00:00,midvol,25.0,15.25203131196264,15.902880115310909,t_max,12.0,0.4575609393588792,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,1.0426729259884084,0,1,0,1
2025-02-12 22:21:00,highvol,20.0,16.04690740354601,7.156191066453898,t_max,12.0,0.38512577768510425,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,0.4459545310813309,0,1,0,1
2025-02-14 14:53:00,highvol,20.0,16.44688290981574,-0.6225021561141763,t_max,12.0,0.3947251898355778,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,-0.037849248366853626,0,1,0,1
2025-02-15 02:54:00,lowvol,30.0,16.468083386981423,7.262334658882064,t_max,12.0,0.5928510019313312,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,0.44099452791350235,0,1,0,1
2025-02-17 09:41:00,midvol,25.0,16.806367603405807,-16.806367603405807,liq,5.0,0.21007959504257256,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,-1.0,1,0,0,1
2025-02-17 15:45:00,highvol,20.0,16.14647337389781,6.675196391410522,t_max,12.0,0.38751536097354744,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,0.41341513015477194,0,1,0,1
2025-02-19 09:54:00,lowvol,30.0,16.328762259606016,2.046753152748284,t_max,12.0,0.5878354413458166,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,0.12534649719357654,0,1,0,1
2025-02-19 22:54:00,midvol,25.0,16.433131135975497,-2.3974649790884226,t_max,12.0,0.49299393407926495,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,-0.14589215891059737,0,1,0,1
2025-02-20 10:55:00,lowvol,30.0,16.3631913222486,1.9561884495990265,t_max,12.0,0.5890748876009496,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,0.11954810104427788,0,1,0,1
2025-02-20 22:56:00,midvol,25.0,16.42054768770505,-11.266997475420522,t_max,12.0,0.4926164306311515,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,-0.6861523555549083,0,1,0,1
2025-02-21 14:41:00,highvol,20.0,16.003997220370003,10.750601720446136,t_max,12.0,0.38409593328888003,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,923825_0x7c30819699f3aceaa4705c8e6e5a21b95f7ccb50,0.05,12,0.6717447880309985,0,1,0,1
